label,primary_candidate_size,max_volatility_20d_pct,max_volatility_5d_pct,secondary_candidate_size,score_self_case_slice,cumulative_return_after_cost,sharpe_after_cost,max_drawdown_after_cost,avg_turnover,delta_case_slice_score,delta_cumulative_return_after_cost,delta_sharpe_after_cost,delta_max_drawdown_after_cost
cs45_v2086_v597_ss15,45,0.86,0.97,15,-0.03662548303151844,0.967733294469306,3.7546311341169134,-0.0428936280873256,0.7676542851930459,-0.020790441466428007,0.032161675036841975,0.12510584930741597,2.0122792321330962e-16
cs45_v2086_v597_ss20,45,0.86,0.97,20,-0.03662548303151844,0.967733294469306,3.7546311341169134,-0.0428936280873256,0.7676542851930459,-0.020790441466428007,0.032161675036841975,0.12510584930741597,2.0122792321330962e-16
cs45_v2088_v595_ss0,45,0.88,0.95,0,-0.05253897310189442,0.8667551087585359,3.314872270633177,-0.0561845984658078,0.7411558739136617,-0.036703931536803985,-0.06881651067392813,-0.3146530141763204,-0.013290970378481995
cs45_v2088_v595_ss15,45,0.88,0.95,15,-0.05253897310189442,0.8667551087585359,3.314872270633177,-0.0561845984658078,0.7411558739136617,-0.036703931536803985,-0.06881651067392813,-0.3146530141763204,-0.013290970378481995
cs45_v2088_v595_ss20,45,0.88,0.95,20,-0.05253897310189442,0.8667551087585359,3.314872270633177,-0.0561845984658078,0.7411558739136617,-0.036703931536803985,-0.06881651067392813,-0.3146530141763204,-0.013290970378481995
cs45_v2088_v596_ss0,45,0.88,0.96,0,-0.05253897310189442,0.8667551087585359,3.314872270633177,-0.0561845984658078,0.7411558739136617,-0.036703931536803985,-0.06881651067392813,-0.3146530141763204,-0.013290970378481995
cs45_v2088_v596_ss15,45,0.88,0.96,15,-0.05253897310189442,0.8667551087585359,3.314872270633177,-0.0561845984658078,0.7411558739136617,-0.036703931536803985,-0.06881651067392813,-0.3146530141763204,-0.013290970378481995
cs45_v2088_v596_ss20,45,0.88,0.96,20,-0.05253897310189442,0.8667551087585359,3.314872270633177,-0.0561845984658078,0.7411558739136617,-0.036703931536803985,-0.06881651067392813,-0.3146530141763204,-0.013290970378481995
cs45_v2088_v597_ss0,45,0.88,0.97,0,-0.05253897310189442,0.8667551087585359,3.314872270633177,-0.0561845984658078,0.7411558739136617,-0.036703931536803985,-0.06881651067392813,-0.3146530141763204,-0.013290970378481995
cs45_v2088_v597_ss15,45,0.88,0.97,15,-0.05253897310189442,0.8667551087585359,3.314872270633177,-0.0561845984658078,0.7411558739136617,-0.036703931536803985,-0.06881651067392813,-0.3146530141763204,-0.013290970378481995
cs45_v2088_v597_ss20,45,0.88,0.97,20,-0.05253897310189442,0.8667551087585359,3.314872270633177,-0.0561845984658078,0.7411558739136617,-0.036703931536803985,-0.06881651067392813,-0.3146530141763204,-0.013290970378481995
