fold_id,case_type,feature,sample_count,case_mean,case_median,fold_mean,fold_median,fold_std,z_gap_vs_fold
3,missed_winners,turnover_ratio_5d,97,-0.0025853339675899834,-0.0386169009533041,-0.011004436489976364,-0.06463917434881436,0.3039532446882456,0.027698676258651446
3,false_positives,turnover_ratio_5d,97,0.0177828716282419,-0.0173725858775732,-0.011004436489976364,-0.06463917434881436,0.3039532446882456,0.09470965887449045
3,missed_winners,turnover_ratio_10d,97,0.025664512508206595,0.014968976419966,-0.04801795117019613,-0.12771394122527915,0.3880175966481691,0.18989464476584944
3,false_positives,turnover_ratio_10d,97,-0.020510620937393045,-0.1028743280847606,-0.04801795117019613,-0.12771394122527915,0.3880175966481691,0.07089196590675517
3,missed_winners,amplitude_ratio_5d,97,-0.0392863148205431,-0.0496760259179267,-0.007454451456272466,-0.0657092849159653,0.36523046954468674,-0.08715555250347463
3,false_positives,amplitude_ratio_5d,97,-0.0040767004101632575,-0.0501379944802208,-0.007454451456272466,-0.0657092849159653,0.36523046954468674,0.009248272879094863
3,missed_winners,crowding_risk_5d,97,1.1333189652631512,0.989518021798556,1.1778685274465153,0.9667429271618231,0.6883806912835524,-0.06471646103306161
3,false_positives,crowding_risk_5d,97,1.2222727086108955,1.0097908753174516,1.1778685274465153,0.9667429271618231,0.6883806912835524,0.06450526827181102
3,missed_winners,crowding_reversal_risk_5d,97,0.3644817050713542,0.2186288054921358,0.5512257021954486,0.49061552795130814,0.4220270188752527,-0.4424929892445921
3,false_positives,crowding_reversal_risk_5d,97,0.6417604359111108,0.5455408402922337,0.5512257021954486,0.49061552795130814,0.4220270188752527,0.21452354865085868
3,missed_winners,distance_to_20d_high,97,-0.06461061080833473,-0.0679304897314375,-0.07962515886066299,-0.07087200636648625,0.05899164550430303,0.25451990572517674
3,false_positives,distance_to_20d_high,97,-0.13685190491559826,-0.1275699013157895,-0.07962515886066299,-0.07087200636648625,0.05899164550430303,-0.9700822136036361
3,missed_winners,rebound_from_10d_low,97,0.1295643909287372,0.1100818094321463,0.05344194583155146,0.032760764285331104,0.06890391331047116,1.1047622905565453
3,false_positives,rebound_from_10d_low,97,0.10455731443018981,0.0884259466225581,0.05344194583155146,0.032760764285331104,0.06890391331047116,0.7418354944271428
3,missed_winners,volume_price_divergence_5d,97,0.07529209621993127,0.0599999999999999,-1.1842378929335003e-18,0.01166666666666665,0.3280805541326712,0.22949271229737134
3,false_positives,volume_price_divergence_5d,97,-0.016701030927835054,0.0,-1.1842378929335003e-18,0.01166666666666665,0.3280805541326712,-0.05090527529736307
